Date,Open,High,Low,Close,Adj Close,Volume
5/31/2000,3.102679,3.258929,2.993304,3,2.658767,108376800
6/1/2000,2.919643,3.198661,2.870536,3.183036,2.820983,225960000
6/2/2000,3.348214,3.5625,3.178571,3.305804,2.929788,198212000
6/5/2000,3.332589,3.401786,3.203125,3.261161,2.890222,80917200
6/6/2000,3.284596,3.455357,3.225446,3.316964,2.939678,131370400
6/7/2000,3.34375,3.464286,3.272321,3.448661,3.056395,84254800
6/8/2000,3.486607,3.517857,3.325893,3.386161,3.001004,59631600
6/9/2000,3.455357,3.497768,3.370536,3.419643,3.030678,63089600
6/12/2000,3.441964,3.444196,3.245536,3.256696,2.886266,72584400
6/13/2000,3.256696,3.381696,3.149554,3.375,2.991113,87864000
6/14/2000,3.381696,3.4375,3.21875,3.229911,2.862527,69361600
6/15/2000,3.258929,3.334821,3.178571,3.299107,2.923852,62143200
6/16/2000,3.339286,3.348214,3.180804,3.256696,2.886266,75891200
6/19/2000,3.234375,3.495536,3.207589,3.450893,3.058374,98501200
6/20/2000,3.517857,3.712054,3.513393,3.616071,3.204764,125347600
6/21/2000,3.607143,4.066964,3.59375,3.973214,3.521284,122500000
6/22/2000,3.982143,4.116071,3.825893,3.839286,3.402589,116928000
6/23/2000,3.841514,3.901786,3.629464,3.691964,3.272025,51241400
6/26/2000,3.75,3.910714,3.723214,3.866071,3.426328,46338600
6/27/2000,3.841514,3.964286,3.6875,3.696429,3.275982,50867600
6/28/2000,3.808036,3.955357,3.678571,3.888393,3.446111,71607200
6/29/2000,3.790179,3.852679,3.647321,3.660714,3.244329,50915200
6/30/2000,3.772321,3.924107,3.691964,3.741071,3.315546,80774400
7/3/2000,3.723214,3.879464,3.723214,3.808036,3.374893,17707200
7/5/2000,3.803571,3.941964,3.625,3.6875,3.268068,66304000
7/6/2000,3.75,3.78125,3.544643,3.700893,3.279938,77386400
7/7/2000,3.756693,3.915179,3.723214,3.888393,3.446111,65900800
7/10/2000,3.863836,4.160714,3.839286,4.080357,3.61624,99449000
7/11/2000,4.071429,4.232143,3.959821,4.066964,3.60437,89474000
7/12/2000,4.151786,4.209821,4.026786,4.205357,3.727022,56358400
7/13/2000,4.178571,4.330357,3.910714,4.035714,3.576675,111414800
7/14/2000,4.080357,4.214286,4.0625,4.120536,3.651849,47569200
7/17/2000,4.160714,4.200893,4.080357,4.165179,3.691415,65000600
7/18/2000,4.178571,4.205357,4.0625,4.089286,3.624152,79601200
7/19/2000,3.941964,4.058036,3.696429,3.763393,3.335328,114468200
7/20/2000,3.928571,4.075893,3.866071,3.9375,3.489632,116393200
7/21/2000,3.882807,3.973214,3.78125,3.825893,3.390719,49058800
7/24/2000,3.754464,3.776786,3.392857,3.477679,3.082112,103042800
7/25/2000,3.59375,3.616071,3.504464,3.575893,3.169156,52901800
7/26/2000,3.560264,3.660714,3.517857,3.575893,3.169156,52617600
7/27/2000,3.571429,3.803571,3.5625,3.714286,3.291807,73746400
7/28/2000,3.734371,3.75,3.348214,3.450893,3.058374,59473400
7/31/2000,3.511157,3.6875,3.482143,3.629464,3.216634,38824800
8/1/2000,3.59375,3.654014,3.517857,3.522321,3.121678,34321000
8/2/2000,3.5,3.566964,3.370536,3.375,2.991113,40588800
8/3/2000,3.254464,3.433036,3.160714,3.428571,3.038591,84974400
8/4/2000,3.533478,3.660714,3.308036,3.383929,2.999026,65780400
8/7/2000,3.419643,3.504464,3.370536,3.424107,3.034635,46837000
8/8/2000,3.424107,3.428571,3.308036,3.339286,2.959461,44168600
8/9/2000,3.4375,3.459821,3.375,3.392857,3.006939,94910200
8/10/2000,3.428571,3.459821,3.383929,3.397321,3.010896,62928600
8/11/2000,3.345978,3.428571,3.254464,3.40625,3.018808,59514000
8/14/2000,3.39955,3.40625,3.308036,3.361607,2.979244,39165000
8/15/2000,3.375,3.424107,3.321429,3.334821,2.955505,28550200
8/16/2000,3.348214,3.5,3.34375,3.464286,3.070243,35918400
8/17/2000,3.455357,3.745536,3.450893,3.674107,3.256199,67725000
8/18/2000,3.669643,3.700893,3.5625,3.571429,3.165199,47544000
8/21/2000,3.589286,3.683036,3.544643,3.607143,3.196851,33616800
8/22/2000,3.616071,3.772321,3.598214,3.691964,3.272025,69200600
8/23/2000,3.676336,3.910714,3.647321,3.879464,3.438198,59215800
8/24/2000,3.905128,4.044643,3.8125,4.007807,3.551942,77691600
8/25/2000,4.035714,4.107143,4.026786,4.058036,3.596457,83615000
8/28/2000,4.089286,4.214286,4.075893,4.147321,3.675587,89751200
8/29/2000,4.133929,4.245536,4.120536,4.227679,3.746804,66757600
8/30/2000,4.214286,4.285714,4.193079,4.25,3.766587,71348200
8/31/2000,4.21205,4.392857,4.209821,4.352679,3.857588,104899200
9/1/2000,4.379464,4.544643,4.366071,4.53125,4.015846,64218000
9/5/2000,4.475443,4.580357,4.446429,4.459821,3.952543,74660600
9/6/2000,4.383929,4.455357,4.125,4.174107,3.699327,88851000
9/7/2000,4.223214,4.46875,4.160714,4.428571,3.924847,54366200
9/8/2000,4.401786,4.401786,4.178571,4.205357,3.727022,48879600
9/11/2000,4.191964,4.3125,4.151786,4.174107,3.699327,46845400
9/12/2000,4.095979,4.290179,4.071429,4.125,3.655805,46999400
9/13/2000,4.053571,4.25,4.053571,4.142857,3.671631,76496000
9/14/2000,4.183036,4.258929,4.058036,4.061378,3.59942,106638000
9/15/2000,4.125,4.15625,3.875,3.945307,3.496551,98628600
9/18/2000,3.946429,4.339286,3.933036,4.332586,3.839779,106134000
9/19/2000,4.267857,4.321429,4.183036,4.28125,3.794283,67877600
9/20/2000,4.2433,4.388393,4.183036,4.360486,3.864506,56847000
9/21/2000,4.178571,4.258929,3.946429,4.049107,3.588545,127622600
9/22/2000,3.59375,3.745536,3.571429,3.727679,3.303677,181675200
9/25/2000,3.767857,3.964286,3.71875,3.821429,3.386763,108887800
9/26/2000,3.808036,3.910714,3.669643,3.674107,3.256199,72734200
9/27/2000,3.696429,3.767857,3.446429,3.495536,3.097939,100564800
9/28/2000,3.522321,3.84375,3.4375,3.821429,3.386763,244896400
9/29/2000,2.013393,2.071429,1.8125,1.839286,1.630078,1855410200
10/2/2000,1.90625,1.910714,1.678571,1.732143,1.535122,606197200
10/3/2000,1.78125,1.785714,1.584821,1.59375,1.41247,509530000
10/4/2000,1.598214,1.696429,1.5625,1.6875,1.495557,366506000
10/5/2000,1.678571,1.75,1.571429,1.575893,1.396644,218251600
10/6/2000,1.620536,1.638393,1.5,1.584821,1.404557,153164200
10/9/2000,1.616071,1.633929,1.508929,1.553571,1.376862,149391200
10/10/2000,1.544643,1.602679,1.464286,1.491071,1.321471,172775400
10/11/2000,1.4375,1.5,1.366071,1.401786,1.242341,299605600
10/12/2000,1.450893,1.486607,1.392857,1.428571,1.26608,297766000
10/13/2000,1.446429,1.580357,1.428571,1.575893,1.396644,311938200
10/16/2000,1.59375,1.660714,1.526786,1.535714,1.361036,205044000
10/17/2000,1.549107,1.566964,1.40625,1.4375,1.273993,150430000
10/18/2000,1.388393,1.504464,1.339286,1.4375,1.273993,208566400
10/19/2000,1.3683,1.415179,1.308036,1.352679,1.198819,376681200
10/20/2000,1.361607,1.455357,1.352679,1.392857,1.234428,197815800
10/23/2000,1.447543,1.46875,1.388393,1.455357,1.289819,137823000
10/24/2000,1.477679,1.491071,1.34375,1.348214,1.194863,201112800
10/25/2000,1.361607,1.370536,1.316964,1.321429,1.171123,165992400
10/26/2000,1.34375,1.348214,1.25,1.321429,1.171123,180462800
10/27/2000,1.348214,1.370536,1.276786,1.325893,1.17508,186125800
10/30/2000,1.366071,1.424107,1.339286,1.379464,1.222558,159797400
10/31/2000,1.410714,1.446429,1.375,1.397321,1.238384,221470200
11/1/2000,1.388393,1.491071,1.388393,1.464286,1.297732,143841600
11/2/2000,1.508929,1.602679,1.504464,1.59375,1.41247,147673400
11/3/2000,1.642857,1.642857,1.566964,1.589286,1.408514,128955400
11/6/2000,1.602679,1.616071,1.491071,1.53125,1.357079,98369600
11/7/2000,1.535714,1.558036,1.486607,1.522321,1.349166,75490800
11/8/2000,1.526786,1.53125,1.415179,1.433036,1.270036,105522200
11/9/2000,1.419643,1.464286,1.361607,1.441964,1.277949,119208600
11/10/2000,1.382807,1.419643,1.361607,1.361607,1.206732,105562800
11/13/2000,1.339286,1.428571,1.303571,1.383929,1.226515,107954000
11/14/2000,1.424107,1.464286,1.397321,1.446429,1.281906,102250400
11/15/2000,1.4308,1.441964,1.375,1.419643,1.258166,70589400
11/16/2000,1.392857,1.415179,1.348214,1.357143,1.202775,59843000
11/17/2000,1.370536,1.375,1.303571,1.321429,1.171123,111545000
11/20/2000,1.328121,1.392857,1.303571,1.352679,1.198819,102016600
11/21/2000,1.370536,1.392857,1.339286,1.34375,1.190906,75488000
11/22/2000,1.34375,1.366071,1.3125,1.321429,1.171123,70133000
11/24/2000,1.347093,1.392857,1.34375,1.379464,1.222558,40233200
11/27/2000,1.419643,1.424107,1.321429,1.334821,1.182993,64698200
11/28/2000,1.334821,1.357143,1.28125,1.287943,1.141447,67281200
11/29/2000,1.292407,1.308036,1.232143,1.254464,1.111776,123037600
11/30/2000,1.191964,1.214286,1.151786,1.178571,1.044516,202399400
12/1/2000,1.214286,1.25,1.200893,1.21875,1.080124,96426400
12/4/2000,1.227679,1.227679,1.174107,1.191964,1.056385,92880200
12/5/2000,1.209821,1.245536,1.169643,1.214286,1.076168,153494600
12/6/2000,1.044643,1.071429,1,1.022321,0.906038,343616000
12/7/2000,1.03125,1.0625,1,1.022321,0.906038,102229400
12/8/2000,1.058036,1.09375,1.03125,1.075893,0.953516,108906000
12/11/2000,1.084821,1.098214,1.0625,1.084821,0.961429,83127800
12/12/2000,1.089286,1.142857,1.071429,1.098214,0.973299,96565000
12/13/2000,1.111607,1.111607,1.0625,1.071429,0.94956,86221800
12/14/2000,1.073657,1.089286,1.03125,1.03125,0.913951,65829400
12/15/2000,1.040179,1.049107,1,1.004464,0.890212,128486400
12/18/2000,1.040179,1.044643,0.995536,1.017857,0.902082,81452000
12/19/2000,1.026786,1.089286,1,1,0.886256,93501800
12/20/2000,0.984371,1.044643,0.973214,1.026786,0.909995,141332800
12/21/2000,1.017857,1.071429,0.991071,1.004464,0.890212,91711200
12/22/2000,1.008929,1.071429,1.008929,1.071429,0.94956,79513000
12/26/2000,1.0625,1.071429,1.017857,1.049107,0.929777,54203800
12/27/2000,1.02455,1.058036,1.013393,1.058036,0.93769,81366600
12/28/2000,1.026786,1.066964,1.022321,1.058036,0.93769,76294400
12/29/2000,1.049107,1.071429,1.035714,1.0625,0.941647,157584000
1/2/2001,1.0625,1.089286,1.040179,1.0625,0.941647,113078000
1/3/2001,1.035714,1.191964,1.03125,1.169643,1.036602,204268400
1/4/2001,1.295757,1.321429,1.200893,1.21875,1.080124,184849000
1/5/2001,1.209821,1.241071,1.147321,1.169643,1.036602,103089000
1/8/2001,1.209821,1.213164,1.138393,1.183036,1.048473,93424800
1/9/2001,1.200893,1.260043,1.183036,1.227679,1.088037,147232400
1/10/2001,1.191964,1.214286,1.147321,1.183036,1.048473,145195400
1/11/2001,1.160714,1.321429,1.160714,1.285714,1.139472,200933600
1/12/2001,1.276786,1.285714,1.21875,1.227679,1.088037,105844200
1/16/2001,1.245536,1.303571,1.214286,1.223214,1.084081,76529600
1/17/2001,1.254464,1.254464,1.178571,1.200893,1.064298,210218400
1/18/2001,1.272321,1.339286,1.258929,1.334821,1.182993,306752600
1/19/2001,1.388393,1.397321,1.334821,1.392857,1.234428,194166000
1/22/2001,1.361607,1.401786,1.316964,1.375,1.218602,129831800
1/23/2001,1.379464,1.495536,1.361607,1.464286,1.297732,219882600
1/24/2001,1.473214,1.477679,1.397321,1.464286,1.297732,179272800
1/25/2001,1.46875,1.46875,1.410714,1.424107,1.262123,122427200
1/26/2001,1.392857,1.415179,1.361607,1.397321,1.238384,120705200
1/29/2001,1.397321,1.553571,1.397321,1.549107,1.372905,213882200
1/30/2001,1.540179,1.571429,1.491071,1.553571,1.376862,173105800
1/31/2001,1.535714,1.607143,1.53125,1.544643,1.368949,182676200
2/1/2001,1.477679,1.535714,1.464286,1.508929,1.337297,92423800
2/2/2001,1.508929,1.566964,1.464286,1.473214,1.305645,106835400
2/5/2001,1.464286,1.46875,1.410714,1.441964,1.277949,71528800
2/6/2001,1.439729,1.5279,1.428571,1.508929,1.337297,115677800
2/7/2001,1.475443,1.491071,1.415179,1.482143,1.313558,98471800
2/8/2001,1.46875,1.504464,1.441964,1.482143,1.313558,151032000
2/9/2001,1.464286,1.486607,1.334821,1.366071,1.210689,147520800
2/12/2001,1.361607,1.428571,1.34375,1.40625,1.246297,68530000
2/13/2001,1.424107,1.459821,1.357143,1.366071,1.210689,59267600
2/14/2001,1.370536,1.401786,1.321429,1.392857,1.234428,77280000
2/15/2001,1.40625,1.46875,1.40625,1.433036,1.270036,77854000
2/16/2001,1.357143,1.392857,1.339286,1.357143,1.202775,65977800
2/20/2001,1.370536,1.388393,1.299107,1.308036,1.159254,78723400
2/21/2001,1.303571,1.424107,1.303571,1.348214,1.194863,97564600
2/22/2001,1.361607,1.383929,1.285714,1.34375,1.190906,107990400
2/23/2001,1.330357,1.348214,1.303571,1.34375,1.190906,73466400
2/26/2001,1.361607,1.40625,1.325893,1.392857,1.234428,51609600
2/27/2001,1.377229,1.388393,1.334821,1.383929,1.226515,87129000
2/28/2001,1.383929,1.388393,1.294643,1.303571,1.155298,127058400
3/1/2001,1.272321,1.339286,1.227679,1.339286,1.18695,82615400
3/2/2001,1.308036,1.459821,1.303571,1.375,1.218602,101550400
3/5/2001,1.383929,1.464286,1.375,1.455357,1.289819,81043200
3/6/2001,1.479907,1.575893,1.477679,1.535714,1.361036,182950600
3/7/2001,1.522321,1.544643,1.482143,1.517857,1.34521,104885200
3/8/2001,1.477679,1.508929,1.459821,1.486607,1.317514,51214800
3/9/2001,1.473214,1.477679,1.428571,1.446429,1.281906,74783800
3/12/2001,1.40625,1.419643,1.294643,1.330357,1.179037,97755000
3/13/2001,1.348214,1.397321,1.299107,1.397321,1.238384,110832400
3/14/2001,1.321429,1.464286,1.316964,1.459821,1.293775,119443800
3/15/2001,1.491071,1.526786,1.40625,1.40625,1.246297,132329400
3/16/2001,1.357143,1.450893,1.348214,1.401786,1.242341,117579000
3/19/2001,1.410714,1.473214,1.392857,1.46875,1.301688,89002200
3/20/2001,1.479907,1.495536,1.40625,1.40625,1.246297,124801600
3/21/2001,1.412943,1.491071,1.383929,1.4375,1.273993,92843800
3/22/2001,1.455357,1.553571,1.441964,1.544643,1.368949,180825400
3/23/2001,1.575893,1.683036,1.571429,1.642857,1.455992,236222000
3/26/2001,1.652143,1.696429,1.509286,1.555714,1.378761,183612800
3/27/2001,1.567143,1.646429,1.564286,1.633571,1.447762,135955400
3/28/2001,1.577143,1.607143,1.535714,1.583571,1.403449,146165600
3/29/2001,1.555,1.675,1.535714,1.609286,1.426239,153266400
3/30/2001,1.610714,1.622857,1.524286,1.576429,1.397119,100087400
4/2/2001,1.577857,1.618571,1.528571,1.542143,1.366733,85227800
4/3/2001,1.525714,1.528571,1.437857,1.445714,1.281273,92171800
4/4/2001,1.411429,1.446429,1.339286,1.392857,1.234428,171371200
4/5/2001,1.471429,1.607143,1.428571,1.490714,1.321154,111690600
4/6/2001,1.485714,1.502857,1.421429,1.470714,1.303429,81222400
4/9/2001,1.477857,1.524286,1.432857,1.467143,1.300264,66645600
4/10/2001,1.492857,1.621429,1.484286,1.574286,1.39522,114343600
4/11/2001,1.641429,1.642857,1.52,1.557143,1.380026,83524000
4/12/2001,1.53,1.644286,1.510714,1.601429,1.419275,74733400
4/16/2001,1.577857,1.6,1.49,1.531429,1.357238,71306200
4/17/2001,1.514286,1.515,1.4,1.457143,1.291401,171299800
4/18/2001,1.540714,1.72,1.505714,1.627857,1.442698,275210600
4/19/2001,1.825,1.839286,1.685714,1.837143,1.628178,468417600
4/20/2001,1.780714,1.830714,1.757143,1.788571,1.585132,173350800
4/23/2001,1.738571,1.785714,1.714286,1.732143,1.535122,135381400
4/24/2001,1.737857,1.767857,1.679286,1.716429,1.521195,94284400
4/25/2001,1.729286,1.775714,1.683571,1.765714,1.564874,82695200
4/26/2001,1.797857,1.864286,1.762857,1.763571,1.562975,199924200
4/27/2001,1.8,1.877857,1.767857,1.871429,1.658564,113253000
4/30/2001,1.907143,1.937143,1.776429,1.820714,1.613618,123694200
5/1/2001,1.815,1.892857,1.8,1.852143,1.641472,106813000
5/2/2001,1.881429,1.907143,1.84,1.899286,1.683253,92131200
5/3/2001,1.855,1.875,1.766429,1.782857,1.580068,75385800
5/4/2001,1.731429,1.846429,1.711429,1.839286,1.630078,70263200
5/7/2001,1.83,1.84,1.774286,1.782857,1.580068,69137600
5/8/2001,1.810714,1.817857,1.710714,1.755,1.555379,78859200
5/9/2001,1.724286,1.753571,1.690714,1.712857,1.518029,81222400
5/10/2001,1.729286,1.75,1.639286,1.642857,1.455992,72244200
5/11/2001,1.643571,1.677857,1.625714,1.632143,1.446496,50761200
5/14/2001,1.635,1.691429,1.625,1.663571,1.474349,77305200
5/15/2001,1.669286,1.821429,1.645714,1.655714,1.467386,59256400
5/16/2001,1.661429,1.75,1.632143,1.721429,1.525626,80582600
5/17/2001,1.730714,1.737857,1.660714,1.682143,1.490809,83029800
5/18/2001,1.668571,1.688571,1.651429,1.680714,1.489543,39762800
5/21/2001,1.687857,1.707857,1.646429,1.682857,1.491442,115249400
5/22/2001,1.714286,1.723571,1.671429,1.678571,1.487643,103229000
5/23/2001,1.696429,1.696429,1.632857,1.659286,1.470552,70260400
5/24/2001,1.663571,1.664286,1.615714,1.657143,1.468652,67939200
5/25/2001,1.657143,1.663571,1.607143,1.625714,1.440799,39685800
5/29/2001,1.594286,1.607143,1.486429,1.533571,1.359137,128997400
5/30/2001,1.482857,1.482857,1.378571,1.412857,1.252153,194269600
5/31/2001,1.414286,1.445714,1.392143,1.425,1.262915,110723200
6/1/2001,1.437857,1.506429,1.427143,1.492143,1.32242,114018800
6/4/2001,1.505714,1.507857,1.461429,1.475714,1.30786,70480200
6/5/2001,1.485714,1.507143,1.453571,1.495714,1.325586,117948600
6/6/2001,1.495,1.495,1.452143,1.480714,1.312292,55794200
6/7/2001,1.479286,1.55,1.460714,1.547143,1.371164,81295200
6/8/2001,1.546429,1.546429,1.479286,1.522857,1.349641,85656200
6/11/2001,1.503571,1.505,1.425,1.431429,1.268612,73500000
6/12/2001,1.412143,1.477857,1.411429,1.450714,1.285704,75948600
6/13/2001,1.53,1.552143,1.432857,1.462143,1.295833,127871800
6/14/2001,1.431429,1.460714,1.412143,1.42,1.258483,74337200
6/15/2001,1.435714,1.482143,1.382143,1.46,1.293933,113656200
6/18/2001,1.457857,1.489286,1.428571,1.452143,1.28697,86478000
6/19/2001,1.489286,1.528571,1.429286,1.442143,1.278107,80271800
6/20/2001,1.428571,1.560714,1.427143,1.547857,1.371797,107905000
6/21/2001,1.539286,1.642857,1.507143,1.606429,1.423706,85332800
6/22/2001,1.605714,1.642857,1.554286,1.59,1.409147,71506400
6/25/2001,1.607143,1.714286,1.603571,1.713571,1.518662,109887400
6/26/2001,1.667143,1.697857,1.643571,1.696429,1.503469,68195400
6/27/2001,1.702143,1.714286,1.607143,1.667143,1.477515,93532600
6/28/2001,1.646429,1.707857,1.638571,1.681429,1.490176,87102400
6/29/2001,1.69,1.792857,1.657143,1.660714,1.471818,128847600
7/2/2001,1.688571,1.730714,1.652857,1.707143,1.512965,57512000
7/3/2001,1.679286,1.727143,1.678571,1.702857,1.509167,28135800
7/5/2001,1.685714,1.697857,1.643571,1.656429,1.468019,38073000
7/6/2001,1.625714,1.64,1.551429,1.573571,1.394587,75730200
7/9/2001,1.577857,1.642857,1.548571,1.621429,1.437001,84366800
7/10/2001,1.639286,1.647857,1.488571,1.51,1.338246,98817600
7/11/2001,1.502143,1.610714,1.5,1.61,1.426872,117626600
7/12/2001,1.664286,1.772143,1.664286,1.74,1.542085,153700400
7/13/2001,1.723571,1.786429,1.702857,1.775,1.573104,113685600
7/16/2001,1.777143,1.792857,1.707857,1.711429,1.516763,69666800
7/17/2001,1.712857,1.801429,1.643571,1.792857,1.58893,161957600
7/18/2001,1.555714,1.627143,1.458571,1.485,1.31609,284253200
7/19/2001,1.516429,1.53,1.410714,1.425714,1.263548,215285000
